[header]
width=44
height=44
tilewidth=64
tileheight=32

[tilesets]
tileset=/tilesets/objects.png,64,192,0,0
tileset=/tilesets/lvl_1_4_floor.png,64,32,0,0
tileset=/tilesets/lvl_1_4_walls.png,64,192,0,0

[layer]
type=floor
data=
47,47,47,47,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,47,47,47,47,47,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
47,47,47,47,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,47,47,47,47,47,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
47,47,47,47,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,50,50,65,65,47,47,47,51,51,51,51,51,51,51,51,51,51,51,51,51,
47,47,47,47,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,50,50,50,50,47,47,47,51,51,51,51,51,47,47,47,51,51,51,51,51,
51,47,47,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,53,53,53,53,50,50,51,51,51,51,51,51,51,51,47,47,47,51,51,51,51,51,
51,47,51,51,51,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,67,53,53,50,50,50,50,50,50,50,50,50,50,50,47,47,51,51,51,51,51,
51,47,47,51,51,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,53,65,50,50,50,50,50,50,50,50,50,50,50,47,51,51,51,51,51,
51,51,51,51,51,51,51,51,50,50,39,39,42,42,42,42,40,40,40,40,40,40,40,50,53,53,65,65,41,41,41,41,41,41,41,41,50,50,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,50,50,39,39,42,42,42,39,40,39,39,40,40,40,40,50,53,53,65,65,41,41,68,41,41,41,65,65,50,50,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,50,50,42,39,39,39,39,40,39,39,40,40,40,40,40,50,53,53,65,41,41,41,41,41,41,41,65,65,50,50,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,50,50,39,39,39,39,39,39,39,39,40,39,39,39,40,50,53,53,50,41,41,41,41,41,41,41,41,65,50,50,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,50,50,39,39,40,39,39,40,39,39,40,66,39,40,40,50,53,53,50,41,41,41,41,41,41,41,41,41,50,50,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,50,50,42,39,66,39,39,39,39,47,40,40,39,40,47,50,53,53,50,41,41,41,41,41,41,41,41,41,50,50,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,50,50,42,39,39,40,39,39,39,39,39,40,40,40,47,47,53,53,50,41,41,41,41,41,41,41,41,41,50,50,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,50,50,40,40,40,40,40,40,39,39,39,40,40,40,47,47,48,53,50,41,41,41,41,41,41,41,41,41,50,47,47,47,47,51,51,51,
51,51,51,51,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,48,48,53,50,66,66,41,41,41,41,41,68,41,50,48,48,48,47,47,47,51,
51,51,51,51,50,50,50,65,50,50,50,50,50,50,50,66,50,50,50,50,50,34,50,50,48,53,41,41,41,41,41,41,41,41,41,41,48,48,48,48,48,48,48,51,
51,51,51,51,50,50,48,48,48,48,48,48,48,48,48,48,48,48,48,50,34,34,34,41,41,41,41,41,41,41,41,41,41,41,41,41,48,48,48,48,48,48,47,47,
51,51,51,47,50,50,64,48,48,48,48,48,48,48,48,48,48,48,48,34,34,34,34,41,41,41,41,41,41,41,41,41,41,41,41,41,48,48,48,48,48,48,47,51,
51,51,51,47,50,50,64,48,48,48,48,48,48,48,48,65,65,48,48,50,34,34,34,41,41,41,41,41,41,41,41,41,41,41,41,41,48,48,48,48,48,48,48,51,
51,51,51,47,47,67,65,64,48,48,48,48,48,48,48,48,65,48,48,50,34,34,34,41,41,41,41,41,41,41,41,41,68,41,41,41,48,48,48,48,48,48,48,51,
51,51,51,47,47,68,64,64,42,42,48,48,48,48,48,66,65,48,48,50,34,67,34,41,41,41,41,41,41,41,41,41,41,41,41,41,50,47,47,47,51,48,48,51,
51,51,51,47,47,69,66,64,64,57,57,56,48,48,48,48,48,48,48,50,34,34,34,41,41,41,41,41,41,66,41,41,41,41,41,41,50,47,47,47,51,48,48,51,
51,51,51,47,47,68,66,64,64,57,57,56,48,48,48,48,48,48,48,50,34,34,34,41,41,41,41,41,41,41,41,41,41,41,41,41,50,50,51,51,48,48,48,51,
51,51,51,47,47,69,66,64,64,64,57,56,56,48,48,48,48,48,48,67,34,34,34,41,41,41,41,41,41,41,41,41,41,41,41,41,50,50,51,51,48,48,48,51,
51,51,51,47,47,47,68,65,65,65,66,65,65,64,50,50,50,50,50,50,50,50,66,41,41,41,41,41,41,41,41,41,41,41,41,41,50,50,51,51,51,51,51,51,
51,51,51,47,47,47,47,69,68,65,67,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,50,50,51,51,51,51,51,51,
51,51,51,47,47,47,47,47,47,65,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,66,50,50,50,41,50,50,50,50,51,51,51,51,51,51,
51,51,51,51,47,47,47,47,50,50,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,50,43,47,43,43,43,43,43,50,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,50,50,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,50,43,47,47,43,47,43,43,50,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,50,50,41,41,41,41,41,41,41,41,41,68,41,41,41,41,41,41,41,41,41,50,43,47,47,43,43,43,43,50,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,50,50,65,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,50,43,43,47,43,43,47,43,50,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,50,65,65,41,41,67,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,50,43,43,43,47,43,43,43,48,48,48,51,51,51,51,
51,51,51,47,47,47,51,51,50,50,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,50,43,43,43,43,43,43,47,48,48,48,48,51,51,51,
51,51,51,48,48,47,51,51,50,50,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,50,47,43,47,43,43,47,47,50,48,48,48,51,51,51,
51,51,47,48,48,51,51,51,50,50,50,50,50,50,66,66,66,66,66,50,50,50,50,50,50,50,50,50,50,50,43,43,43,43,43,47,47,50,51,51,51,51,51,51,
51,51,47,47,48,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,48,48,50,50,50,50,50,50,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,51,51,51,51,48,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,47,47,47,51,51,51,51,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,51,51,51,51,48,48,51,51,51,51,51,51,51,48,48,48,47,51,51,51,51,51,51,47,48,47,51,51,51,51,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,51,51,51,48,48,48,51,51,51,51,51,51,51,48,47,47,47,51,51,51,51,51,51,51,47,47,51,51,51,51,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,47,47,47,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51

[layer]
type=walls
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
